year;month;day;hour;min;sec;h;uh;bHindx;bH
2022;05;17;19;31;40;0.49;0.01;0;0
2022;05;17;21;46;40;0.489;0.01;0;0
2022;05;17;23;55;00;0.489;0.01;0;0
2022;05;18;01;50;00;0.488;0.01;0;0
2022;05;18;03;35;00;0.487;0.01;0;0
2022;05;18;05;03;20;0.487;0.01;0;0
2022;05;18;06;43;20;0.486;0.01;0;0
2022;05;18;08;25;00;0.486;0.01;0;0
2022;05;18;09;50;00;0.485;0.01;0;0
2022;05;18;11;01;40;0.485;0.01;0;0
2022;05;18;12;00;00;0.486;0.01;0;0
2022;05;18;13;05;00;0.486;0.01;0;0
2022;05;18;14;08;20;0.486;0.01;0;0
2022;05;18;15;31;40;0.485;0.01;0;0
2022;05;18;17;03;20;0.485;0.01;0;0
2022;05;18;18;43;20;0.484;0.01;0;0
2022;05;18;20;41;40;0.484;0.01;0;0
2022;05;18;23;03;20;0.483;0.01;0;0
2022;05;19;01;58;20;0.482;0.01;0;0
2022;05;19;04;25;00;0.482;0.01;0;0
2022;05;19;06;31;40;0.481;0.01;0;0
2022;05;19;08;05;00;0.481;0.01;0;0
2022;05;19;09;35;00;0.48;0.01;0;0
2022;05;19;11;08;20;0.48;0.01;0;0
2022;05;19;12;46;40;0.48;0.01;0;0
2022;05;19;14;33;20;0.479;0.01;0;0
2022;05;19;16;46;40;0.479;0.01;0;0
2022;05;19;19;35;00;0.479;0.01;0;0
2022;05;19;23;15;00;0.479;0.01;0;0
2022;05;20;02;35;00;0.48;0.01;0;0
2022;05;20;05;26;40;0.48;0.01;0;0
2022;05;20;07;25;00;0.481;0.01;0;0
2022;05;20;09;11;40;0.481;0.01;0;0
2022;05;20;10;46;40;0.481;0.01;0;0
2022;05;20;12;15;00;0.481;0.01;0;0
2022;05;20;13;25;00;0.481;0.01;0;0
2022;05;20;14;15;00;0.481;0.01;0;0
2022;05;20;14;48;20;0.483;0.01;0;0
2022;05;20;15;11;40;0.489;0.01;0;0
2022;05;20;15;30;00;0.5;0.01;0;0
2022;05;20;15;45;00;0.511;0.01;0;0
2022;05;20;16;00;00;0.515;0.01;0;0
2022;05;20;16;15;00;0.513;0.01;0;0
2022;05;20;16;33;20;0.509;0.01;0;0
2022;05;20;17;00;00;0.506;0.01;0;0
2022;05;20;17;35;00;0.504;0.01;0;0
2022;05;20;18;13;20;0.501;0.01;0;0
2022;05;20;19;01;40;0.498;0.01;0;0
2022;05;20;20;20;00;0.493;0.01;0;0
2022;05;20;22;53;20;0.487;0.01;0;0
2022;05;21;02;21;40;0.483;0.01;0;0
2022;05;21;06;08;20;0.481;0.01;0;0
2022;05;21;09;15;00;0.48;0.01;0;0
2022;05;21;11;41;40;0.48;0.01;0;0
2022;05;21;13;50;00;0.479;0.01;0;0
2022;05;21;15;31;40;0.479;0.01;0;0
2022;05;21;17;20;00;0.478;0.01;0;0
2022;05;21;20;18;20;0.478;0.01;0;0
2022;05;22;02;10;00;0.478;0.01;0;0
2022;05;22;10;30;00;0.478;0.01;0;0
2022;05;22;19;28;20;0.478;0.01;0;0
2022;05;23;02;50;00;0.479;0.01;0;0
2022;05;23;08;10;00;0.479;0.01;0;0
2022;05;23;11;35;00;0.479;0.01;0;0
2022;05;23;13;28;20;0.48;0.01;0;0
2022;05;23;14;15;00;0.482;0.01;0;0
2022;05;23;14;31;40;0.485;0.01;0;0
2022;05;23;14;51;40;0.489;0.01;0;0
2022;05;23;15;16;40;0.492;0.01;0;0
2022;05;23;15;50;00;0.493;0.01;0;0
2022;05;23;16;43;20;0.493;0.01;0;0
2022;05;23;17;53;20;0.493;0.01;0;0
2022;05;23;19;08;20;0.492;0.01;0;0
2022;05;23;20;15;00;0.491;0.01;0;0
2022;05;23;21;15;00;0.491;0.01;0;0
2022;05;23;22;21;40;0.49;0.01;0;0
2022;05;23;23;51;40;0.491;0.01;0;0
2022;05;24;01;50;00;0.492;0.01;0;0
2022;05;24;04;06;40;0.494;0.01;0;0
2022;05;24;05;53;20;0.495;0.01;0;0
2022;05;24;07;05;00;0.496;0.01;0;0
2022;05;24;07;41;40;0.497;0.01;0;0
2022;05;24;08;21;40;0.497;0.01;0;0
2022;05;24;09;03;20;0.498;0.01;0;0
2022;05;24;10;00;00;0.498;0.01;0;0
2022;05;24;10;58;20;0.499;0.01;0;0
2022;05;24;11;58;20;0.499;0.01;0;0
2022;05;24;12;41;40;0.499;0.01;0;0
2022;05;24;13;50;00;0.499;0.01;0;0
2022;05;24;15;23;20;0.498;0.01;0;0
2022;05;24;17;33;20;0.497;0.01;0;0
2022;05;24;19;56;40;0.496;0.01;0;0
2022;05;24;23;06;40;0.496;0.01;0;0
2022;05;25;02;58;20;0.495;0.01;0;0
2022;05;25;06;45;00;0.495;0.01;0;0
2022;05;25;09;28;20;0.494;0.01;0;0
2022;05;25;11;23;20;0.494;0.01;0;0
2022;05;25;12;58;20;0.493;0.01;0;0
2022;05;25;14;41;40;0.492;0.01;0;0
2022;05;25;16;05;00;0.491;0.01;0;0
2022;05;25;17;36;40;0.49;0.01;0;0
2022;05;25;19;10;00;0.489;0.01;0;0
2022;05;25;21;00;00;0.489;0.01;0;0
2022;05;25;22;23;20;0.493;0.01;0;0
2022;05;25;23;26;40;0.5;0.01;0;0
2022;05;26;00;11;40;0.51;0.01;0;0
2022;05;26;01;03;20;0.519;0.01;0;0
2022;05;26;01;58;20;0.524;0.01;0;0
2022;05;26;02;53;20;0.525;0.01;0;0
2022;05;26;03;38;20;0.524;0.01;0;0
2022;05;26;04;13;20;0.523;0.01;0;0
2022;05;26;04;55;00;0.52;0.01;0;0
2022;05;26;05;48;20;0.517;0.01;0;0
2022;05;26;07;08;20;0.513;0.01;0;0
2022;05;26;08;40;00;0.508;0.01;0;0
2022;05;26;10;28;20;0.503;0.01;0;0
2022;05;26;12;40;00;0.499;0.01;0;0
2022;05;26;14;58;20;0.494;0.01;0;0
2022;05;26;17;16;40;0.49;0.01;0;0
2022;05;26;18;41;40;0.488;0.01;0;0
2022;05;26;19;43;20;0.487;0.01;0;0
2022;05;26;20;26;40;0.486;0.01;0;0
2022;05;26;21;35;00;0.484;0.01;0;0
2022;05;26;22;43;20;0.483;0.01;0;0
2022;05;26;23;50;00;0.482;0.01;0;0
2022;05;27;00;38;20;0.482;0.01;0;0
2022;05;27;01;25;00;0.481;0.01;0;0
2022;05;27;02;08;20;0.481;0.01;0;0
2022;05;27;03;23;20;0.48;0.01;0;0
2022;05;27;04;58;20;0.479;0.01;0;0
2022;05;27;07;30;00;0.478;0.01;0;0
2022;05;27;10;11;40;0.477;0.01;0;0
2022;05;27;13;13;20;0.476;0.01;0;0
2022;05;27;15;58;20;0.475;0.01;0;0
2022;05;27;18;31;40;0.474;0.01;0;0
2022;05;27;20;53;20;0.473;0.01;0;0
2022;05;27;22;51;40;0.473;0.01;0;0
2022;05;28;00;53;20;0.472;0.01;0;0
2022;05;28;02;56;40;0.472;0.01;0;0
2022;05;28;05;03;20;0.471;0.01;0;0
2022;05;28;07;18;20;0.471;0.01;0;0
2022;05;28;10;03;20;0.47;0.01;0;0
2022;05;28;13;21;40;0.47;0.01;0;0
2022;05;28;16;31;40;0.469;0.01;0;0
2022;05;28;19;13;20;0.469;0.01;0;0
2022;05;28;21;43;20;0.468;0.01;0;0
2022;05;29;00;18;20;0.468;0.01;0;0
2022;05;29;02;50;00;0.467;0.01;0;0
2022;05;29;05;20;00;0.466;0.01;0;0
2022;05;29;08;13;20;0.465;0.01;0;0
2022;05;29;11;20;00;0.465;0.01;0;0
2022;05;29;14;43;20;0.464;0.01;0;0
2022;05;29;18;16;40;0.464;0.01;0;0
2022;05;29;22;05;00;0.463;0.01;0;0
2022;05;30;01;25;00;0.463;0.01;0;0
2022;05;30;04;15;00;0.462;0.01;0;0
2022;05;30;06;40;00;0.462;0.01;0;0
2022;05;30;09;25;00;0.461;0.01;0;0
2022;05;30;13;10;00;0.46;0.01;0;0
2022;05;30;18;20;00;0.459;0.01;0;0
2022;05;31;01;40;00;0.459;0.01;0;0
2022;05;31;09;26;40;0.458;0.01;0;0
2022;05;31;17;01;40;0.458;0.01;0;0
2022;05;31;22;18;20;0.457;0.01;0;0
