year;month;day;hour;min;sec;h;uh;bHindx;bH
1980.00;11.00;14.00;11.00;31.00;0.00;1.02;0.025;0.00;0.00
1980.00;11.00;14.00;14.00;0.00;0.00;1.04;0.025;0.00;0.00
1980.00;11.00;14.00;15.00;34.00;0.00;1;0.025;0.00;0.00
1980.00;11.00;14.00;19.00;19.00;0.00;0.89;0.025;0.00;0.00
1980.00;11.00;14.00;20.00;25.00;0.00;0.89;0.025;0.00;0.00
1980.00;11.00;14.00;21.00;48.00;0.00;0.98;0.025;0.00;0.00
1980.00;11.00;14.00;22.00;47.00;0.00;1;0.025;0.00;0.00
1980.00;11.00;15.00;1.00;10.00;0.00;1.01;0.025;0.00;0.00
1980.00;11.00;15.00;3.00;25.00;0.00;0.95;0.025;0.00;0.00
1980.00;11.00;15.00;7.00;3.00;0.00;0.92;0.025;0.00;0.00
1980.00;11.00;15.00;9.00;5.00;0.00;0.98;0.025;0.00;0.00
1980.00;11.00;15.00;10.00;35.00;0.00;1.12;0.025;0.00;0.00
1980.00;11.00;15.00;11.00;58.00;0.00;1.18;0.025;0.00;0.00
1980.00;11.00;15.00;13.00;19.00;0.00;1.2;0.025;0.00;0.00
1980.00;11.00;15.00;14.00;34.00;0.00;1.17;0.025;0.00;0.00
1980.00;11.00;15.00;19.00;26.00;0.00;0.92;0.025;0.00;0.00
1980.00;11.00;15.00;21.00;21.00;0.00;0.88;0.025;0.00;0.00
1980.00;11.00;15.00;22.00;36.00;0.00;0.88;0.025;0.00;0.00
1980.00;11.00;16.00;0.00;8.00;0.00;1;0.025;0.00;0.00
1980.00;11.00;16.00;1.00;14.00;0.00;1.06;0.025;0.00;0.00
1980.00;11.00;16.00;7.00;14.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;16.00;12.00;12.00;0.00;1.16;0.025;0.00;0.00
1980.00;11.00;16.00;13.00;20.00;0.00;1.18;0.025;0.00;0.00
1980.00;11.00;16.00;14.00;36.00;0.00;1.16;0.025;0.00;0.00
1980.00;11.00;16.00;20.00;35.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;16.00;22.00;58.00;0.00;0.8;0.025;0.00;0.00
1980.00;11.00;17.00;1.00;59.00;0.00;0.74;0.025;0.00;0.00
1980.00;11.00;17.00;4.00;50.00;0.00;0.71;0.025;0.00;0.00
1980.00;11.00;17.00;6.00;57.00;0.00;0.69;0.025;0.00;0.00
1980.00;11.00;17.00;9.00;28.00;0.00;0.67;0.025;0.00;0.00
1980.00;11.00;17.00;11.00;32.00;0.00;0.92;0.025;0.00;0.00
1980.00;11.00;17.00;13.00;3.00;0.00;1;0.025;0.00;0.00
1980.00;11.00;17.00;14.00;38.00;0.00;1.02;0.025;0.00;0.00
1980.00;11.00;17.00;19.00;39.00;0.00;0.8;0.025;0.00;0.00
1980.00;11.00;17.00;22.00;33.00;0.00;0.72;0.025;0.00;0.00
1980.00;11.00;18.00;0.00;38.00;0.00;1.03;0.025;0.00;0.00
1980.00;11.00;18.00;1.00;6.00;0.00;1.06;0.025;0.00;0.00
1980.00;11.00;18.00;2.00;12.00;0.00;1.07;0.025;0.00;0.00
1980.00;11.00;18.00;5.00;19.00;0.00;1.02;0.025;0.00;0.00
1980.00;11.00;18.00;7.00;37.00;0.00;1.05;0.025;0.00;0.00
1980.00;11.00;18.00;13.00;52.00;0.00;1.04;0.025;0.00;0.00
1980.00;11.00;18.00;15.00;20.00;0.00;1;0.025;0.00;0.00
1980.00;11.00;18.00;19.00;30.00;0.00;0.81;0.025;0.00;0.00
1980.00;11.00;18.00;22.00;26.00;0.00;0.72;0.025;0.00;0.00
1980.00;11.00;19.00;0.00;2.00;0.00;1.01;0.025;0.00;0.00
1980.00;11.00;19.00;0.00;57.00;0.00;1.07;0.025;0.00;0.00
1980.00;11.00;19.00;1.00;39.00;0.00;1.09;0.025;0.00;0.00
1980.00;11.00;19.00;2.00;48.00;0.00;1.07;0.025;0.00;0.00
1980.00;11.00;19.00;4.00;56.00;0.00;1.03;0.025;0.00;0.00
1980.00;11.00;19.00;6.00;36.00;0.00;1.03;0.025;0.00;0.00
1980.00;11.00;19.00;8.00;3.00;0.00;1.08;0.025;0.00;0.00
1980.00;11.00;19.00;9.00;51.00;0.00;1.1;0.025;0.00;0.00
1980.00;11.00;19.00;14.00;2.00;0.00;1.04;0.025;0.00;0.00
1980.00;11.00;19.00;16.00;0.00;0.00;0.96;0.025;0.00;0.00
1980.00;11.00;19.00;19.00;43.00;0.00;0.77;0.025;0.00;0.00
1980.00;11.00;19.00;23.00;26.00;0.00;0.67;0.025;0.00;0.00
1980.00;11.00;20.00;1.00;33.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;20.00;2.00;13.00;0.00;0.9;0.025;0.00;0.00
1980.00;11.00;20.00;4.00;26.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;20.00;8.00;9.00;0.00;1.03;0.025;0.00;0.00
1980.00;11.00;20.00;9.00;7.00;0.00;1.06;0.025;0.00;0.00
1980.00;11.00;20.00;10.00;32.00;0.00;1.06;0.025;0.00;0.00
1980.00;11.00;20.00;12.00;1.00;0.00;1.03;0.025;0.00;0.00
1980.00;11.00;20.00;14.00;18.00;0.00;0.99;0.025;0.00;0.00
1980.00;11.00;20.00;19.00;24.00;0.00;0.76;0.025;0.00;0.00
1980.00;11.00;20.00;23.00;48.00;0.00;0.63;0.025;0.00;0.00
1980.00;11.00;21.00;1.00;16.00;0.00;0.82;0.025;0.00;0.00
1980.00;11.00;21.00;2.00;22.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;21.00;4.00;46.00;0.00;0.79;0.025;0.00;0.00
1980.00;11.00;21.00;5.00;45.00;0.00;0.82;0.025;0.00;0.00
1980.00;11.00;21.00;8.00;0.00;0.00;0.99;0.025;0.00;0.00
1980.00;11.00;21.00;9.00;14.00;0.00;1.04;0.025;0.00;0.00
1980.00;11.00;21.00;11.00;2.00;0.00;1.04;0.025;0.00;0.00
1980.00;11.00;21.00;13.00;59.00;0.00;0.99;0.025;0.00;0.00
1980.00;11.00;21.00;15.00;30.00;0.00;0.95;0.025;0.00;0.00
1980.00;11.00;21.00;20.00;5.00;0.00;0.69;0.025;0.00;0.00
1980.00;11.00;21.00;21.00;38.00;0.00;0.65;0.025;0.00;0.00
1980.00;11.00;21.00;23.00;42.00;0.00;0.65;0.025;0.00;0.00
1980.00;11.00;22.00;1.00;30.00;0.00;0.79;0.025;0.00;0.00
1980.00;11.00;22.00;2.00;31.00;0.00;0.82;0.025;0.00;0.00
1980.00;11.00;22.00;5.00;2.00;0.00;0.77;0.025;0.00;0.00
1980.00;11.00;22.00;7.00;43.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;22.00;9.00;56.00;0.00;0.89;0.025;0.00;0.00
1980.00;11.00;22.00;11.00;48.00;0.00;0.95;0.025;0.00;0.00
1980.00;11.00;22.00;13.00;27.00;0.00;0.96;0.025;0.00;0.00
1980.00;11.00;22.00;16.00;49.00;0.00;0.85;0.025;0.00;0.00
1980.00;11.00;22.00;22.00;17.00;0.00;0.62;0.025;0.00;0.00
1980.00;11.00;23.00;0.00;51.00;0.00;0.56;0.025;0.00;0.00
1980.00;11.00;23.00;2.00;11.00;0.00;0.57;0.025;0.00;0.00
1980.00;11.00;23.00;3.00;27.00;0.00;0.69;0.025;0.00;0.00
1980.00;11.00;23.00;4.00;9.00;0.00;0.72;0.025;0.00;0.00
1980.00;11.00;23.00;5.00;6.00;0.00;0.7;0.025;0.00;0.00
1980.00;11.00;23.00;8.00;28.00;0.00;0.6;0.025;0.00;0.00
1980.00;11.00;23.00;10.00;7.00;0.00;0.6;0.025;0.00;0.00
1980.00;11.00;23.00;12.00;12.00;0.00;0.75;0.025;0.00;0.00
1980.00;11.00;23.00;15.00;4.00;0.00;0.8;0.025;0.00;0.00
1980.00;11.00;23.00;16.00;29.00;0.00;0.79;0.025;0.00;0.00
1980.00;11.00;23.00;20.00;26.00;0.00;0.63;0.025;0.00;0.00
1980.00;11.00;24.00;0.00;28.00;0.00;0.51;0.025;0.00;0.00
1980.00;11.00;24.00;4.00;11.00;0.00;0.47;0.025;0.00;0.00
1980.00;11.00;24.00;6.00;37.00;0.00;0.45;0.025;0.00;0.00
1980.00;11.00;24.00;10.00;42.00;0.00;0.41;0.025;0.00;0.00
1980.00;11.00;24.00;16.00;50.00;0.00;0.39;0.025;0.00;0.00
1980.00;11.00;24.00;18.00;8.00;0.00;0.41;0.025;0.00;0.00
1980.00;11.00;24.00;20.00;8.00;0.00;0.4;0.025;0.00;0.00
1980.00;11.00;24.00;21.00;30.00;0.00;0.46;0.025;0.00;0.00
1980.00;11.00;24.00;23.00;0.00;0.00;0.46;0.025;0.00;0.00
1980.00;11.00;25.00;1.00;32.00;0.00;0.41;0.025;0.00;0.00
1980.00;11.00;25.00;3.00;2.00;0.00;0.4;0.025;0.00;0.00
1980.00;11.00;25.00;4.00;23.00;0.00;0.58;0.025;0.00;0.00
1980.00;11.00;25.00;5.00;3.00;0.00;0.61;0.025;0.00;0.00
1980.00;11.00;25.00;6.00;25.00;0.00;0.61;0.025;0.00;0.00
1980.00;11.00;25.00;10.00;52.00;0.00;0.53;0.025;0.00;0.00
1980.00;11.00;25.00;12.00;41.00;0.00;0.84;0.025;0.00;0.00
1980.00;11.00;25.00;13.00;24.00;0.00;0.89;0.025;0.00;0.00
1980.00;11.00;25.00;15.00;23.00;0.00;0.85;0.025;0.00;0.00
1980.00;11.00;25.00;22.00;12.00;0.00;0.58;0.025;0.00;0.00
1980.00;11.00;26.00;0.00;48.00;0.00;0.53;0.025;0.00;0.00
1980.00;11.00;26.00;2.00;28.00;0.00;0.7;0.025;0.00;0.00
1980.00;11.00;26.00;2.00;47.00;0.00;0.75;0.025;0.00;0.00
1980.00;11.00;26.00;4.00;4.00;0.00;0.75;0.025;0.00;0.00
1980.00;11.00;26.00;6.00;5.00;0.00;0.67;0.025;0.00;0.00
1980.00;11.00;26.00;7.00;20.00;0.00;0.64;0.025;0.00;0.00
1980.00;11.00;26.00;8.00;26.00;0.00;0.64;0.025;0.00;0.00
1980.00;11.00;26.00;10.00;1.00;0.00;0.7;0.025;0.00;0.00
1980.00;11.00;26.00;12.00;1.00;0.00;0.7;0.025;0.00;0.00
1980.00;11.00;26.00;14.00;18.00;0.00;0.65;0.025;0.00;0.00
1980.00;11.00;26.00;16.00;30.00;0.00;0.64;0.025;0.00;0.00
1980.00;11.00;26.00;19.00;19.00;0.00;0.59;0.025;0.00;0.00
1980.00;11.00;26.00;20.00;47.00;0.00;0.58;0.025;0.00;0.00
1980.00;11.00;26.00;22.00;22.00;0.00;0.59;0.025;0.00;0.00
1980.00;11.00;26.00;23.00;26.00;0.00;0.64;0.025;0.00;0.00
1980.00;11.00;27.00;1.00;35.00;0.00;0.65;0.025;0.00;0.00
1980.00;11.00;27.00;2.00;45.00;0.00;0.69;0.025;0.00;0.00
1980.00;11.00;27.00;4.00;53.00;0.00;0.81;0.025;0.00;0.00
1980.00;11.00;27.00;6.00;21.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;27.00;7.00;39.00;0.00;0.9;0.025;0.00;0.00
1980.00;11.00;27.00;9.00;28.00;0.00;0.87;0.025;0.00;0.00
1980.00;11.00;27.00;11.00;19.00;0.00;0.85;0.025;0.00;0.00
1980.00;11.00;27.00;12.00;38.00;0.00;0.81;0.025;0.00;0.00
1980.00;11.00;27.00;14.00;22.00;0.00;0.79;0.025;0.00;0.00
1980.00;11.00;27.00;16.00;12.00;0.00;0.81;0.025;0.00;0.00
1980.00;11.00;27.00;18.00;8.00;0.00;0.74;0.025;0.00;0.00
1980.00;11.00;27.00;19.00;42.00;0.00;0.71;0.025;0.00;0.00
1980.00;11.00;27.00;21.00;57.00;0.00;0.6;0.025;0.00;0.00
1980.00;11.00;27.00;23.00;38.00;0.00;0.56;0.025;0.00;0.00
1980.00;11.00;28.00;1.00;20.00;0.00;0.56;0.025;0.00;0.00
1980.00;11.00;28.00;3.00;57.00;0.00;0.72;0.025;0.00;0.00
1980.00;11.00;28.00;5.00;6.00;0.00;0.77;0.025;0.00;0.00
1980.00;11.00;28.00;6.00;46.00;0.00;0.77;0.025;0.00;0.00
1980.00;11.00;28.00;9.00;1.00;0.00;0.75;0.025;0.00;0.00
1980.00;11.00;28.00;11.00;9.00;0.00;0.69;0.025;0.00;0.00
1980.00;11.00;28.00;12.00;46.00;0.00;0.69;0.025;0.00;0.00
1980.00;11.00;28.00;15.00;23.00;0.00;0.65;0.025;0.00;0.00
1980.00;11.00;28.00;19.00;7.00;0.00;0.56;0.025;0.00;0.00
1980.00;11.00;28.00;23.00;13.00;0.00;0.46;0.025;0.00;0.00
1980.00;11.00;29.00;0.00;31.00;0.00;0.45;0.025;0.00;0.00
1980.00;11.00;29.00;2.00;8.00;0.00;0.75;0.025;0.00;0.00
1980.00;11.00;29.00;2.00;48.00;0.00;0.8;0.025;0.00;0.00
1980.00;11.00;29.00;4.00;13.00;0.00;0.83;0.025;0.00;0.00
1980.00;11.00;29.00;5.00;47.00;0.00;0.84;0.025;0.00;0.00
1980.00;11.00;29.00;8.00;11.00;0.00;0.84;0.025;0.00;0.00
1980.00;11.00;29.00;9.00;43.00;0.00;0.86;0.025;0.00;0.00
1980.00;11.00;29.00;11.00;49.00;0.00;0.81;0.025;0.00;0.00
1980.00;11.00;29.00;13.00;20.00;0.00;0.7;0.025;0.00;0.00
1980.00;11.00;29.00;17.00;2.00;0.00;0.61;0.025;0.00;0.00
1980.00;11.00;29.00;20.00;47.00;0.00;0.54;0.025;0.00;0.00
1980.00;11.00;30.00;1.00;17.00;0.00;0.44;0.025;0.00;0.00
1980.00;11.00;30.00;3.00;43.00;0.00;0.4;0.025;0.00;0.00
1980.00;11.00;30.00;6.00;4.00;0.00;0.46;0.025;0.00;0.00
1980.00;11.00;30.00;9.00;17.00;0.00;0.7;0.025;0.00;0.00
1980.00;11.00;30.00;10.00;36.00;0.00;0.77;0.025;0.00;0.00
1980.00;11.00;30.00;13.00;20.00;0.00;0.79;0.025;0.00;0.00
1980.00;11.00;30.00;15.00;53.00;0.00;0.79;0.025;0.00;0.00
1980.00;11.00;30.00;17.00;6.00;0.00;0.75;0.025;0.00;0.00
1980.00;11.00;30.00;21.00;50.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;1.00;2.00;42.00;0.00;0.4;0.025;0.00;0.00
1980.00;12.00;1.00;4.00;3.00;0.00;0.39;0.025;0.00;0.00
1980.00;12.00;1.00;5.00;25.00;0.00;0.54;0.025;0.00;0.00
1980.00;12.00;1.00;6.00;43.00;0.00;0.57;0.025;0.00;0.00
1980.00;12.00;1.00;8.00;19.00;0.00;0.53;0.025;0.00;0.00
1980.00;12.00;1.00;9.00;30.00;0.00;0.52;0.025;0.00;0.00
1980.00;12.00;1.00;11.00;44.00;0.00;0.76;0.025;0.00;0.00
1980.00;12.00;1.00;12.00;46.00;0.00;0.76;0.025;0.00;0.00
1980.00;12.00;1.00;13.00;59.00;0.00;0.75;0.025;0.00;0.00
1980.00;12.00;1.00;15.00;44.00;0.00;0.77;0.025;0.00;0.00
1980.00;12.00;1.00;16.00;32.00;0.00;0.76;0.025;0.00;0.00
1980.00;12.00;1.00;21.00;36.00;0.00;0.53;0.025;0.00;0.00
1980.00;12.00;1.00;22.00;50.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;2.00;1.00;6.00;0.00;0.7;0.025;0.00;0.00
1980.00;12.00;2.00;1.00;53.00;0.00;0.75;0.025;0.00;0.00
1980.00;12.00;2.00;3.00;14.00;0.00;0.75;0.025;0.00;0.00
1980.00;12.00;2.00;6.00;57.00;0.00;0.63;0.025;0.00;0.00
1980.00;12.00;2.00;7.00;55.00;0.00;0.6;0.025;0.00;0.00
1980.00;12.00;2.00;9.00;7.00;0.00;0.61;0.025;0.00;0.00
1980.00;12.00;2.00;10.00;9.00;0.00;0.7;0.025;0.00;0.00
1980.00;12.00;2.00;10.00;59.00;0.00;0.73;0.025;0.00;0.00
1980.00;12.00;2.00;12.00;17.00;0.00;0.72;0.025;0.00;0.00
1980.00;12.00;2.00;14.00;25.00;0.00;0.67;0.025;0.00;0.00
1980.00;12.00;2.00;17.00;38.00;0.00;0.67;0.025;0.00;0.00
1980.00;12.00;2.00;18.00;47.00;0.00;0.64;0.025;0.00;0.00
1980.00;12.00;2.00;22.00;52.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;3.00;1.00;36.00;0.00;0.85;0.025;0.00;0.00
1980.00;12.00;3.00;2.00;35.00;0.00;0.9;0.025;0.00;0.00
1980.00;12.00;3.00;4.00;23.00;0.00;0.92;0.025;0.00;0.00
1980.00;12.00;3.00;5.00;44.00;0.00;0.96;0.025;0.00;0.00
1980.00;12.00;3.00;7.00;27.00;0.00;0.95;0.025;0.00;0.00
1980.00;12.00;3.00;10.00;22.00;0.00;0.93;0.025;0.00;0.00
1980.00;12.00;3.00;13.00;33.00;0.00;0.86;0.025;0.00;0.00
1980.00;12.00;3.00;14.00;42.00;0.00;0.88;0.025;0.00;0.00
1980.00;12.00;3.00;16.00;33.00;0.00;0.86;0.025;0.00;0.00
1980.00;12.00;3.00;20.00;6.00;0.00;0.78;0.025;0.00;0.00
1980.00;12.00;3.00;23.00;29.00;0.00;0.73;0.025;0.00;0.00
1980.00;12.00;4.00;1.00;42.00;0.00;0.86;0.025;0.00;0.00
1980.00;12.00;4.00;2.00;39.00;0.00;0.89;0.025;0.00;0.00
1980.00;12.00;4.00;5.00;3.00;0.00;0.89;0.025;0.00;0.00
1980.00;12.00;4.00;8.00;58.00;0.00;0.8;0.025;0.00;0.00
1980.00;12.00;4.00;11.00;49.00;0.00;0.78;0.025;0.00;0.00
1980.00;12.00;4.00;13.00;52.00;0.00;0.73;0.025;0.00;0.00
1980.00;12.00;4.00;16.00;13.00;0.00;0.73;0.025;0.00;0.00
1980.00;12.00;4.00;18.00;27.00;0.00;0.69;0.025;0.00;0.00
1980.00;12.00;4.00;20.00;3.00;0.00;0.69;0.025;0.00;0.00
1980.00;12.00;4.00;21.00;18.00;0.00;0.71;0.025;0.00;0.00
1980.00;12.00;4.00;23.00;21.00;0.00;0.72;0.025;0.00;0.00
1980.00;12.00;5.00;1.00;37.00;0.00;0.85;0.025;0.00;0.00
1980.00;12.00;5.00;2.00;45.00;0.00;0.89;0.025;0.00;0.00
1980.00;12.00;5.00;6.00;56.00;0.00;0.91;0.025;0.00;0.00
1980.00;12.00;5.00;9.00;34.00;0.00;0.92;0.025;0.00;0.00
1980.00;12.00;5.00;10.00;45.00;0.00;0.9;0.025;0.00;0.00
1980.00;12.00;5.00;11.00;36.00;0.00;0.87;0.025;0.00;0.00
1980.00;12.00;5.00;13.00;55.00;0.00;0.75;0.025;0.00;0.00
1980.00;12.00;5.00;15.00;41.00;0.00;0.7;0.025;0.00;0.00
1980.00;12.00;5.00;20.00;41.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;5.00;22.00;23.00;0.00;0.47;0.025;0.00;0.00
1980.00;12.00;6.00;0.00;18.00;0.00;0.47;0.025;0.00;0.00
1980.00;12.00;6.00;1.00;26.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;6.00;3.00;5.00;0.00;0.7;0.025;0.00;0.00
1980.00;12.00;6.00;4.00;10.00;0.00;0.74;0.025;0.00;0.00
1980.00;12.00;6.00;5.00;31.00;0.00;0.76;0.025;0.00;0.00
1980.00;12.00;6.00;11.00;6.00;0.00;0.77;0.025;0.00;0.00
1980.00;12.00;6.00;13.00;16.00;0.00;0.76;0.025;0.00;0.00
1980.00;12.00;6.00;15.00;11.00;0.00;0.73;0.025;0.00;0.00
1980.00;12.00;6.00;17.00;0.00;0.00;0.68;0.025;0.00;0.00
1980.00;12.00;6.00;21.00;57.00;0.00;0.47;0.025;0.00;0.00
1980.00;12.00;7.00;1.00;9.00;0.00;0.41;0.025;0.00;0.00
1980.00;12.00;7.00;4.00;59.00;0.00;0.34;0.025;0.00;0.00
1980.00;12.00;7.00;8.00;57.00;0.00;0.34;0.025;0.00;0.00
1980.00;12.00;7.00;12.00;25.00;0.00;0.3;0.025;0.00;0.00
1980.00;12.00;7.00;13.00;35.00;0.00;0.31;0.025;0.00;0.00
1980.00;12.00;7.00;14.00;54.00;0.00;0.39;0.025;0.00;0.00
1980.00;12.00;7.00;17.00;23.00;0.00;0.43;0.025;0.00;0.00
1980.00;12.00;7.00;19.00;36.00;0.00;0.45;0.025;0.00;0.00
1980.00;12.00;8.00;1.00;26.00;0.00;0.32;0.025;0.00;0.00
1980.00;12.00;8.00;3.00;44.00;0.00;0.31;0.025;0.00;0.00
1980.00;12.00;8.00;7.00;3.00;0.00;0.31;0.025;0.00;0.00
1980.00;12.00;8.00;10.00;23.00;0.00;0.3;0.025;0.00;0.00
1980.00;12.00;8.00;12.00;44.00;0.00;0.3;0.025;0.00;0.00
1980.00;12.00;8.00;15.00;50.00;0.00;0.26;0.025;0.00;0.00
1980.00;12.00;8.00;18.00;10.00;0.00;0.27;0.025;0.00;0.00
1980.00;12.00;8.00;19.00;52.00;0.00;0.35;0.025;0.00;0.00
1980.00;12.00;8.00;21.00;18.00;0.00;0.38;0.025;0.00;0.00
1980.00;12.00;8.00;23.00;28.00;0.00;0.37;0.025;0.00;0.00
1980.00;12.00;9.00;1.00;12.00;0.00;0.57;0.025;0.00;0.00
1980.00;12.00;9.00;3.00;0.00;0.00;0.63;0.025;0.00;0.00
1980.00;12.00;9.00;4.00;23.00;0.00;0.62;0.025;0.00;0.00
1980.00;12.00;9.00;9.00;17.00;0.00;0.5;0.025;0.00;0.00
1980.00;12.00;9.00;11.00;34.00;0.00;0.61;0.025;0.00;0.00
1980.00;12.00;9.00;12.00;14.00;0.00;0.65;0.025;0.00;0.00
1980.00;12.00;9.00;13.00;40.00;0.00;0.65;0.025;0.00;0.00
1980.00;12.00;9.00;14.00;41.00;0.00;0.63;0.025;0.00;0.00
1980.00;12.00;9.00;17.00;22.00;0.00;0.63;0.025;0.00;0.00
1980.00;12.00;10.00;0.00;51.00;0.00;0.46;0.025;0.00;0.00
1980.00;12.00;10.00;2.00;54.00;0.00;0.59;0.025;0.00;0.00
1980.00;12.00;10.00;4.00;24.00;0.00;0.6;0.025;0.00;0.00
1980.00;12.00;10.00;7.00;30.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;10.00;13.00;22.00;0.00;0.43;0.025;0.00;0.00
1980.00;12.00;10.00;15.00;41.00;0.00;0.62;0.025;0.00;0.00
1980.00;12.00;10.00;17.00;21.00;0.00;0.61;0.025;0.00;0.00
1980.00;12.00;10.00;20.00;47.00;0.00;0.52;0.025;0.00;0.00
1980.00;12.00;11.00;2.00;32.00;0.00;0.44;0.025;0.00;0.00
1980.00;12.00;11.00;4.00;23.00;0.00;0.56;0.025;0.00;0.00
1980.00;12.00;11.00;4.00;56.00;0.00;0.6;0.025;0.00;0.00
1980.00;12.00;11.00;6.00;23.00;0.00;0.6;0.025;0.00;0.00
1980.00;12.00;11.00;8.00;11.00;0.00;0.58;0.025;0.00;0.00
1980.00;12.00;11.00;10.00;46.00;0.00;0.66;0.025;0.00;0.00
1980.00;12.00;11.00;12.00;7.00;0.00;0.65;0.025;0.00;0.00
1980.00;12.00;11.00;15.00;4.00;0.00;0.59;0.025;0.00;0.00
1980.00;12.00;11.00;21.00;12.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;12.00;3.00;34.00;0.00;0.41;0.025;0.00;0.00
1980.00;12.00;12.00;5.00;31.00;0.00;0.44;0.025;0.00;0.00
1980.00;12.00;12.00;8.00;6.00;0.00;0.43;0.025;0.00;0.00
1980.00;12.00;12.00;11.00;54.00;0.00;0.36;0.025;0.00;0.00
1980.00;12.00;12.00;14.00;35.00;0.00;0.47;0.025;0.00;0.00
1980.00;12.00;12.00;18.00;17.00;0.00;0.48;0.025;0.00;0.00
1980.00;12.00;13.00;2.00;29.00;0.00;0.34;0.025;0.00;0.00
1980.00;12.00;13.00;4.00;16.00;0.00;0.51;0.025;0.00;0.00
1980.00;12.00;13.00;5.00;3.00;0.00;0.55;0.025;0.00;0.00
1980.00;12.00;13.00;6.00;37.00;0.00;0.57;0.025;0.00;0.00
1980.00;12.00;13.00;8.00;0.00;0.00;0.55;0.025;0.00;0.00
1980.00;12.00;13.00;9.00;18.00;0.00;0.57;0.025;0.00;0.00
1980.00;12.00;13.00;11.00;22.00;0.00;0.57;0.025;0.00;0.00
1980.00;12.00;13.00;13.00;0.00;0.00;0.53;0.025;0.00;0.00
1980.00;12.00;13.00;15.00;4.00;0.00;0.52;0.025;0.00;0.00
1980.00;12.00;13.00;16.00;16.00;0.00;0.54;0.025;0.00;0.00
1980.00;12.00;13.00;18.00;0.00;0.00;0.53;0.025;0.00;0.00
1980.00;12.00;14.00;0.00;43.00;0.00;0.37;0.025;0.00;0.00
1980.00;12.00;14.00;5.00;18.00;0.00;0.31;0.025;0.00;0.00
1980.00;12.00;14.00;11.00;48.00;0.00;0.26;0.025;0.00;0.00
1980.00;12.00;14.00;16.00;30.00;0.00;0.24;0.025;0.00;0.00
1980.00;12.00;14.00;23.00;51.00;0.00;0.24;0.025;0.00;0.00
1980.00;12.00;15.00;2.00;26.00;0.00;0.27;0.025;0.00;0.00
1980.00;12.00;15.00;6.00;20.00;0.00;0.27;0.025;0.00;0.00
1980.00;12.00;15.00;10.00;22.00;0.00;0.23;0.025;0.00;0.00
1980.00;12.00;16.00;5.00;48.00;0.00;0.22;0.025;0.00;0.00
1980.00;12.00;16.00;8.00;21.00;0.00;0.36;0.025;0.00;0.00
1980.00;12.00;16.00;9.00;48.00;0.00;0.41;0.025;0.00;0.00
1980.00;12.00;16.00;12.00;28.00;0.00;0.42;0.025;0.00;0.00
1980.00;12.00;16.00;14.00;51.00;0.00;0.41;0.025;0.00;0.00
1980.00;12.00;17.00;3.00;41.00;0.00;0.28;0.025;0.00;0.00
1980.00;12.00;17.00;5.00;26.00;0.00;0.29;0.025;0.00;0.00
1980.00;12.00;17.00;7.00;0.00;0.00;0.35;0.025;0.00;0.00
1980.00;12.00;17.00;8.00;58.00;0.00;0.34;0.025;0.00;0.00
1980.00;12.00;17.00;12.00;50.00;0.00;0.29;0.025;0.00;0.00
1980.00;12.00;17.00;14.00;39.00;0.00;0.29;0.025;0.00;0.00
1980.00;12.00;17.00;16.00;33.00;0.00;0.34;0.025;0.00;0.00
1980.00;12.00;17.00;18.00;20.00;0.00;0.34;0.025;0.00;0.00
1980.00;12.00;18.00;0.00;46.00;0.00;0.25;0.025;0.00;0.00
1980.00;12.00;18.00;5.00;45.00;0.00;0.23;0.025;0.00;0.00
1980.00;12.00;18.00;7.00;19.00;0.00;0.32;0.025;0.00;0.00
1980.00;12.00;18.00;8.00;44.00;0.00;0.35;0.025;0.00;0.00
1980.00;12.00;18.00;9.00;44.00;0.00;0.33;0.025;0.00;0.00
1980.00;12.00;18.00;13.00;49.00;0.00;0.28;0.025;0.00;0.00
1980.00;12.00;18.00;18.00;47.00;0.00;0.26;0.025;0.00;0.00
1980.00;12.00;18.00;21.00;15.00;0.00;0.32;0.025;0.00;0.00
1980.00;12.00;18.00;22.00;58.00;0.00;0.32;0.025;0.00;0.00
1980.00;12.00;19.00;3.00;24.00;0.00;0.26;0.025;0.00;0.00
1980.00;12.00;19.00;6.00;48.00;0.00;0.23;0.025;0.00;0.00
1980.00;12.00;19.00;8.00;47.00;0.00;0.27;0.025;0.00;0.00
1980.00;12.00;19.00;10.00;11.00;0.00;0.29;0.025;0.00;0.00
1980.00;12.00;19.00;14.00;22.00;0.00;0.25;0.025;0.00;0.00
1980.00;12.00;19.00;16.00;35.00;0.00;0.25;0.025;0.00;0.00
